resource_name,asset_name,file_size,title,subject,description,contributor,period_date,digital_format,url_for_file,geo_coord_UTM,verified_gps_coords,resource_number,year,geo_coord_original,paper_page_number,Index Number,Volume,Title,Notes,description2,address
00001153.pdf,San Leandro Classified Business Directory and Buyer's Guide,387.00 KB,San Leandro Classified Business Directory and Buyer's Guide,,"A list of merchants and business concerns classified under headings adapted to their respective business or profession, and arranged alphabetically"". Includes advertisement for Palace Theatre and Family Service Laundry.",Mark Branco,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6286/0,,,,,,,01153,Vol. 29,San Leandro Classified Business Directory and Buyer's Guide,,,
00001154.pdf,Hair Fall of Endora,446.53 KB,Hair Fall of Endora,,Woman talking on old fashioned telephone.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6287/0,,,,,,,01154,Vol. 29,Hair Fall of Endora,,,
00001155.pdf,"Embroidered Patch, 'James and Eliza E. Skillen'",467.02 KB,"Embroidered Patch, 'James and Eliza E. Skillen'",,"Embroidered Patch, 'James and Eliza E. Skillen'.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6288/0,,,,,,,01155,Vol. 29,"Embroidered Patch, 'James & Eliza E. Skillen'",,"Embroidered Patch, 'James & Eliza E. Skillen'",
00001156.pdf,NR,407.81 KB,NR,,Vol. 29.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6289/0,,,,,,,01156,Vol. 29,NR,,,
00001157.pdf,"American Express Co., Blotter",309.73 KB,"American Express Co., Blotter",,"""Protect the funds you carry"".",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6290/0,,,,,,,01157,Vol. 29,"American Express Co., Blotter",,,
00001158.pdf,"Pledge Brochure, 1895",334.08 KB,"Pledge Brochure, 1895",,"""Board of Church Erection, 1895, 1896, Officers: Rev. David Magie, D.D., President; Rev. David R. Frazer, D.D., Recording Sec'y.; Rev. Erskine N. White, D.D., Cor. Sec'y.; Mr. Adam Campbell, Treasurer. Office: No. 156 Fifth Avenue, New York City"".",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6291/0,,,,1896,,,01158,Vol. 29,"Pledge Brochure, 1895",,,
00001159.pdf,Presbyterian Church Offering Envelope,342.96 KB,Presbyterian Church Offering Envelope,,Presbyterian Church Offering Envelope.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6292/0,,,,,,,01159,Vol. 29,Church Offering Envelope,,,
00001160.pdf,"Presbyterian Children's Offering Envelope, 1898",257.24 KB,"Presbyterian Children's Offering Envelope, 1898",,"Childre's Day Offering envelope for Presbyterian Sabbath School Missions. ""Every dollar brings a scholar to our mission schools.""",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6293/0,,,,1898,,,01160,Vol. 29,"Children's Offering Envelope, 1898",,,
00001161.pdf,"Sabbath School Attendence Card, 1894",505.12 KB,"Sabbath School Attendence Card, 1894",,"Sabbath School Attendence Card, 1894.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6294/0,,,,1894,,,01161,Vol. 30,"Sabbath School Attendence Card, 1894",,,
00001162.pdf,Alameda County Court House,467.96 KB,Alameda County Court House,,Alameda County Court House.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6295/0,,,,,,,01162,Vol. 30,Alameda County Court House,,,
00001163.pdf,Alameda County Hall of Records,416.06 KB,Alameda County Hall of Records,,Alameda County Hall of Records.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6296/0,,,,,,,01163,Vol. 30,Alameda County Hall of Records,,,
00001164.pdf,Alameda County Map,421.33 KB,Alameda County Map,,Alameda County Map.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6297/0,,,,,,,01164,Vol. 30,Alameda County Map   ,,Alameda County Map   ,
00001165.pdf,"Ransom's Family Receipt Book, 1897",448.24 KB,"Ransom's Family Receipt Book, 1897",,"Published by D. Ransom, Son and Co., Buffalo, N.Y.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6298/0,,,,1897,,,01165,Vol. 30,"Ransom's Family Receipt Book, 1897",,,
00001166.pdf,Carved Hinge,140.69 KB,Carved Hinge,,Carved Hinge.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6299/0,,,,,,,01166,Vol. 30,Carved Hinge,,,
00001167.pdf,Advertisement for Clark's Mile-End Spool Cotton,255.63 KB,Advertisement for Clark's Mile-End Spool Cotton,,Advertisement for Clark's Mile-End Spool Cotton.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6300/0,,,,,,,01167,Vol. 30,Advertisement,,,
00001168.pdf,Candy Box Lid,508.22 KB,Candy Box Lid,,"Geo. Haas and Co. Candies, 20 Kearney Street, San Francisco.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6301/0,,,,,,,01168,Vol. 30,Candy Box Lid,,,
00001169.pdf,Advertisement for Clark's Mile-End Crochet Cotton,275.89 KB,Advertisement for Clark's Mile-End Crochet Cotton,,Best Quality Clark's Mile-End Crochet Cotton.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6302/0,,,,,,,01169,Vol. 30,Advertisement,,,
00001170.pdf,Advertisement for Stuart's Absorbent Lozenges,259.44 KB,Advertisement for Stuart's Absorbent Lozenges,,"Advertisement for Stuart's Absorbent Lozenges. From Marshall, Michigan, price 25 cents.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6303/0,,,,,,,01170,Vol. 30,Advertisement,,,
00001171.pdf,H. Milward and Sons' Darner - Needle Wrapper,586.61 KB,H. Milward and Sons' Darner - Needle Wrapper,,Ten needles.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6304/0,,,,,,,01171,Vol. 30,Needle Wrapper,,,
00001172.pdf,"Palace Theatre Program, 1927",549.64 KB,"Palace Theatre Program, 1927",,"Palace Theatre Program, 1927.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6305/0,,,,1927,,,01172,Vol. 30,"Palace Theatre Program, 1927",,,
00001173.pdf,"Palace Theatre Program, November 1927",530.99 KB,"Palace Theatre Program, November 1927",,"F. Garbutt, Manager. Fast and Furious, The Love of Sunya, Barbed Wire, Hula, The Way of All Flesh, Mockery, College, The Rough Riders, Chang, Topsy and Eva.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6306/0,,,,1927,,,01173,Vol. 30,"Palace Theatre Program, 1927",,"Palace Theatre Program, 1927",
00001174.pdf,Door Knob,241.01 KB,Door Knob,,Knock knock. Who's there? Why don't you turn the doorknob and find out.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6307/0,,,,,,,01174,Vol. 30,Door Knob,,,
00001175.pdf,Beehive Baking Powder Can,376.13 KB,Beehive Baking Powder Can,,"Use two spoonfuls of this Powder with a little salt to each quart of flour, sift the whole dry to ensure a perfect mixture. Add sufficient cold milk or water to make into dough of the right consistency and bake in a quick oven.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6308/0,,,,,,,01175,Vol. 30,Beehive Baking Powder Can,,,
00001176.pdf,"Easter Card, 1882",343.60 KB,"Easter Card, 1882",,A card?,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6309/0,,,,1882,,,01176,Vol. 30,"Easter Card, 1882",,,
00001177.pdf,Advertisement for Clark's Mile-End Crochet Cotton,232.57 KB,Advertisement for Clark's Mile-End Crochet Cotton,,Advertisement for Clark's Mile-End Crochet Cotton.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6310/0,,,,,,,01177,Vol. 30,Advertisement for Clark's Crochet Cotton,,Advertisement for Clark's Crochet Cotton,
00001178.pdf,"Check Receipt? July 2, 1895.",160.82 KB,"Check Receipt? July 2, 1895.",,Twenty seven dollars to Carrie Mendell from John Skillen.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6311/0,,,,1895,,,01178,Vol. 30,Check Receipt?,,,
00001179.pdf,"Plumber's Inspection Certificate, Jan 25, 1895 for J. Skillen on One Chumalia Street.",238.67 KB,"Plumber's Inspection Certificate, Jan 25, 1895 for J. Skillen on One Chumalia Street.",,"Plumber's Inspection Certificate, Jan 25, 1895 for J. Skillen on One Chumalia Street.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6312/0,,,,1895,,,01179,Vol. 30,Plumber's Certificate,,Plumber's Certificate,
00001180.pdf,"Sewer Contractor's Certificate, Oct 24, 1894 for J. Skillen on One Chumalia Street",247.28 KB,"Sewer Contractor's Certificate, Oct 24, 1894 for J. Skillen on One Chumalia Street",,"Sewer Contractor's Certificate, Oct 24, 1894 for J. Skillen on One Chumalia Street.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6313/0,,,,1894,,,01180,Vol. 30,Sewer Contractor's Certificate,,,
00001181.pdf,Loan Statement to J. Skillen for twenty five dollars,201.68 KB,Loan Statement to J. Skillen for twenty five dollars,,Loan Statement to J. Skillen for twenty five dollars.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6314/0,,,,,,,01181,Vol. 30,Loan Statement,,,
00001182.pdf,Two Receipts to J. Skillen for a total of a hundred dollars,366.26 KB,Two Receipts to J. Skillen for a total of a hundred dollars,,Two Receipts to J. Skillen for a total of a hundred dollars.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6315/0,,,,,,,01182,Vol. 30,Two Receipts,,,
00001183.pdf,Receipt made out to J. Skillie,306.26 KB,Receipt made out to J. Skillie,,"Receipt made out to J. Skillie (Skillen?) in Spanish, 1890.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6316/0,,,,1890,,,01183,Vol. 30,Receipt made out to J. Skillie in Spanish,,Receipt made out to J. Skillie in Spanish,
00001184.pdf,"Two Receipts to J. Skillen in spanish for a total of 244 dollars, 1888.",347.50 KB,"Two Receipts to J. Skillen in spanish for a total of 244 dollars, 1888.",,"Two Receipts to J. Skillen in spanish, 1888.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6317/0,,,,1888,,,01184,Vol. 30,Two Receipts,,,
00001185.pdf,"Receipt to J. Skillen for 44 dollars from C. Barrada Jr., March 2 1884",342.46 KB,"Receipt to J. Skillen for 44 dollars from C. Barrada Jr., March 2 1884",,"Receipt to J. Skillen for 44 dollars from C. Barrada Jr., March 2 1884.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6318/0,,,,1884,,,01185,Vol. 30,Receipt  ,,Receipt  ,
00001186.pdf,"Loan note to Francisco C. Barradas Jr. for 550 dollars from J. Skillen., March 21, 1883",377.12 KB,"Loan note to Francisco C. Barradas Jr. for 550 dollars from J. Skillen., March 21, 1883",,"Loan note to Francisco C. Barradas Jr. for 550 dollars from J. Skillen., March 21, 1883.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6319/0,,,,1883,,,01186,Vol. 30,Note,,Note,
00001187.pdf,Box Lid for American Biscuit Co.'s High Teas,472.86 KB,Box Lid for American Biscuit Co.'s High Teas,,Box Lid for American Biscuit Co.'s High Teas.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6320/0,,,,,,,01187,Vol. 30,Box Lid,,,
00001188.pdf,"Portrait of Ruth Mulford Collins and Robert H. Collins, Jr., August 6, 1908",342.94 KB,"Portrait of Ruth Mulford Collins and Robert H. Collins, Jr., August 6, 1908","| Collins, Ruth Mulford | Shore Acres Dairy & Ranch (Mulford farm) | Oyster shell roads & paths | Infant carriers, 1900-1910 | Portraits -- Children -- California -- San Leandro 1900-1910Baby carriageToy baby carriageDwelling -- California -- San Leandro 1900-1910 |","A girl plays in front of her farm house. Ruth Mulford Collins pauses in playing on the oyster-shell paths at the Mulford Ranch in 1908. Her brother, Robert H. Collins, Jr. (born June 8) is in back in the real baby carriage. (Description from ""A San Leandro Centennial Album"" p. 78).",Freeman,1908,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6321/0,,,,1910,,,01188,Vol. 30,"Portrait of Collins and Ruth Mulford, August 6, 1908",,"Portrait of Collins and Ruth Mulford, August 6, 1908",
00001189.pdf,NR,329.95 KB,NR,,Vol. 30.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6322/0,,,,,,,01189,Vol. 30,NR,,,
00001190.pdf,Chrysler Executives at Opening of Chrysler Parts Corp.,407.43 KB,Chrysler Executives at Opening of Chrysler Parts Corp.,,"In back seat is Frank Park, Manager of the plant.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6323/0,,,,,,,01190,Vol. 30,Chrysler Executives at Opening of Chrysler Parts Corp.,,,
00001191.pdf,"Caterpillar Tractor, manufactured by Caterpillar Tractor Co., shown working on approach to Treasure Island",417.68 KB,"Caterpillar Tractor, manufactured by Caterpillar Tractor Co., shown working on approach to Treasure Island",,San Francisco - Oakland Bay Bridge in background.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6324/0,,,,,,,01191,Vol. 30,"Caterpillar Tractor, manufactured by Caterpillar Tractor Co., shown working on approach to Treasure Island",,,
00001192.pdf,"Vallejo's Adobe Home on the grounds of California Nursery Co., Built more than 100 years ago",472.00 KB,"Vallejo's Adobe Home on the grounds of California Nursery Co., Built more than 100 years ago",,"Vallejo's Adobe Home on the grounds of California Nursery Co., Built more than 100 years ago.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6325/0,,,,,,,01192,Vol. 30,"Vallejo's Adobe Home on the grounds of California Nursery Co., Built more than 100 years ago",,,
00001193.pdf,"Groundbreaking for Friden Calculating Machine Co., June 2, 1936, on Washington Avenue.",308.41 KB,"Groundbreaking for Friden Calculating Machine Co., June 2, 1936, on Washington Avenue.",,"L to R; Miss Gertrude Perry, Carl M. Friden and Chief of Police J.F. Peralta.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6326/0,,,,1936,,,01193,Vol. 30,"Groundbreaking for Friden Calculating Machine Co., June 2, 1936, on Washington Avenue.",,,
00001194.pdf,"San Leandro Hotel, Corner of E. 14th St. and Estudillo, in the 1890's",273.15 KB,"San Leandro Hotel, Corner of E. 14th St. and Estudillo, in the 1890's",,"Former site, now occupied by American Trust Co., until recently; future site of Wells Fargo Bank.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6327/0,,,,1890,,,01194,Vol. 30,"San Leandro Hotel, Corner of E. 14th St. and Estudillo, in the 1890's",,,
00001195.pdf,"Catherine McCoy Carrying Banner, ca 1910",92.44 KB,"Catherine McCoy Carrying Banner, ca 1910",,"Catherine McCoy Carrying Banner, ca 1910.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6328/0,,,,1910,,,01195,Vol. 30,"Catherine McCoy Carrying Banner, ca 1910",,,
00001196.pdf,"I.O.O.F. Building opposite city Plaza, about 1890",259.71 KB,"I.O.O.F. Building opposite city Plaza, about 1890",,"C.H. Gray was Postmaster; girl in polka-dot dress and wide brimmed hat is same as one in ""San Leandro Hotel, corner of E. 14th St and Estudillo"", number 1194. Also pictured, Manhattan Food.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6329/0,,,,1890,,,01196,Vol. 30,"I.O.O.F. Building opposite city Plaza, about 1890",,,
00001197.pdf,"Freeman Block, Dutton and E. 14th St.",287.25 KB,"Freeman Block, Dutton and E. 14th St.",,"Freeman Drug Co, B and D Meat Market, Groceries, Doctor E.J. Lauber.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6330/0,,,,,,,01197,Vol. 30,"Freeman Block, Dutton & E. 14th St.",,"Freeman Block, Dutton & E. 14th St.",
00001198.pdf,"First Motor Fire Apparatus in San Leandro, 1914",308.52 KB,"First Motor Fire Apparatus in San Leandro, 1914",| Seagrave | Fire Department |,"1913 Seagrave chemcial fire truck. Front row: George Bormann, Henry Bormann, Manuel Freitas, Joseph F. Peralta, Chief of Police, and Budd Eber, Fire Chief. Standing on truck: Bert Rodgers; seated in driver's seat: Chris Hopper.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6331/0,,,,1914,,,01198,Vol. 30,"First Motor Fire Apparatus, 1914",,"First Motor Fire Apparatus, 1914",
00001199.pdf,"Freeman Block, Dutton and E. 14th St.",163.42 KB,"Freeman Block, Dutton and E. 14th St.",,"Drugs, Mutual.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6332/0,,,,,,,01199,Vol. 30,"Freeman Block, Dutton & E. 14th St.",,"Freeman Block, Dutton & E. 14th St.",
00001200.pdf,"Don Castro of Contra Costa, Grandson of first Castro to settle in Contra Costa County",254.21 KB,"Don Castro of Contra Costa, Grandson of first Castro to settle in Contra Costa County",,"Don Castro of Contra Costa, Grandson of first Castro to settle in Contra Costa County.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6333/0,,,,,,,01200,Vol. 30,"Don Castro of Contra Costa, Grandson of first Castro to settle in Contra Costa County",,,
00001201.pdf,"Lions Club Flower Float, taken on the San Leandro Plaza in 1939",357.22 KB,"Lions Club Flower Float, taken on the San Leandro Plaza in 1939",,"This float won first prize at the World's Fair, Treasure Island.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6334/0,,,,1939,,,01201,Vol. 31,"Lions Club Flower Float, taken on the San Leandro Plaza in 1939",,,
00001202.pdf,Adobe brick from the original home of Don Antonio Maria Peralta,408.37 KB,Adobe brick from the original home of Don Antonio Maria Peralta,,"Taken from the present location of bricks, in Casa Peralta, San Leandro.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6335/0,,,,,,,01202,Vol. 31,Adobe brick from the original home of Don Antonio Maria Peralta,,,
00001203.pdf,Dutton Avenue and East 14th Street car tracks taken up,217.65 KB,Dutton Avenue and East 14th Street car tracks taken up,,"Pictured are the Del Mar Theater, Donna's Baby and Teenage shop, Wells Drug Store.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6336/0,,,,,,,01203,Vol. 31,Dutton Avenue & East 14th Street car tracks taken up,,Dutton Avenue & East 14th Street car tracks taken up,
00001204.pdf,Veterans' Memorial Building,209.20 KB,Veterans' Memorial Building,,Veterans' Memorial Building.,Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6337/0,,,,,,,01204,Vol. 31,Veterans' Memorial Building,,,
00001205.pdf,"Farrelly Swimming Pool, San Leandro, Located behind Roosevelt School, Taken June 1, 1938",272.42 KB,"Farrelly Swimming Pool, San Leandro, Located behind Roosevelt School, Taken June 1, 1938",,"Farrelly Swimming Pool, San Leandro, Located behind Roosevelt School, Taken June 1, 1938.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6338/0,,,,1938,,,01205,Vol. 31,"Farrelly Swimming Pool, San Leandro, Located behind Roosevelt School, Taken June 1, 1938",,,
00001206.pdf,"Draftees Leaving for Army Training, June 16, 1941",716.61 KB,"Draftees Leaving for Army Training, June 16, 1941",,"Left to right: Robert Johns, Superano Morgado, Manuel Gomes, Robert Whitcomb, Bill Bettencourt, Thomas Rice, Wallace Pells, and L.J. Freeman, Charman of Board number 56.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6339/0,,,,1941,,,01206,Vol. 31,"Draftees Leaving for Army Training, June 16, 1941",,,
00001207.pdf,"Leslie J. Freeman, Manager, San Leandro Chamer of Commerce, as on front of business card",60.75 KB,"Leslie J. Freeman, Manager, San Leandro Chamer of Commerce, as on front of business card",,"Leslie J. Freeman, Manager, San Leandro Chamer of Commerce, as on front of business card.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6340/0,,,,,,,01207,Vol. 31,"Leslie J. Freeman, Manager, San Leandro Chamer of Commerce, as on front of business card",,,
00001208.pdf,"Lake Chabot, June 6, 1938",320.52 KB,"Lake Chabot, June 6, 1938",,"Lake Chabot, June 6, 1938.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6341/0,,,,1938,,,01208,Vol. 31,"Lake Chabot, June 6, 1938",,,
00001209.pdf,Portrait,607.27 KB,Portrait,,Portrait.,Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6342/0,,,,,,,01209,Vol. 31,Portrait,,,
00001210.pdf,"San Leandro Home on Broadmoor Blvd., July 22, 1938",272.29 KB,"San Leandro Home on Broadmoor Blvd., July 22, 1938",,"San Leandro Home on Broadmoor Blvd., July 22, 1938.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6343/0,,,,1938,,,01210,Vol. 31,"San Leandro Home on Broadmoor Blvd., July 22, 1938",,,
00001211.pdf,"Chrysler Motor Parts, Davis Street, San Leandro",284.25 KB,"Chrysler Motor Parts, Davis Street, San Leandro",,"L.J. Freeman located this plant in San Leandro in May, 1942.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6344/0,,,,1942,,,01211,Vol. 31,"Chrysler Motor Parts, Davis Street, San Leandro, L.J. Freeman located this plant in San Leandro in May, 1942",,"Chrysler Motor Parts, Davis Street, San Leandro, L.J. Freeman located this plant in San Leandro in May, 1942",
00001212.pdf,"IOOF Building on E.14th Street, Facing the Plaza, May 26, 1938",243.79 KB,"IOOF Building on E.14th Street, Facing the Plaza, May 26, 1938",,"Also in picture: A-1 Meat Market, Gibson's Pharmacy, Hemler Hardware, Dr. Hope, MacMarr Stores.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6345/0,,,,1938,,,01212,Vol. 31,"IOOF Building on E.14th Street, Facing the Plaza, May 26, 1938",,,
00001213.pdf,Portrait,332.54 KB,Portrait,,Portrait.,Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6346/0,,,,,,,01213,Vol. 31,Portrait,,,
00001214.pdf,"San Leandro Plaza Looking South from E.14th at Callan, 1941",169.30 KB,"San Leandro Plaza Looking South from E.14th at Callan, 1941",,"Pictured are Chop Suey, Drugs, and other stores. Sidewalk under construction.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6347/0,,,,1941,,,01214,Vol. 31,"San Leandro Plaza Looking South from E.14th at Callan, 1941",,,
00001215.pdf,"Broadmoor Park Home, Broadmoor Blvd., San Leandro June 20, 1938",78.87 KB,"Broadmoor Park Home, Broadmoor Blvd., San Leandro June 20, 1938",,"Broadmoor Park Home, Broadmoor Blvd., San Leandro June 20, 1938.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6348/0,,,,1938,,,01215,Vol. 31,"Broadmoor Park Home, Broadmoor Blvd., San Leandro June 20, 1938",,,
00001216.pdf,"Freeman Building on E.14th Street looking toward Dutton Ave., Delmar Theater, far left",326.70 KB,"Freeman Building on E.14th Street looking toward Dutton Ave., Delmar Theater, far left",,"Pictured are the Del Mar Theater, Wells Drugs, Coll's Bakery, San Leandro Florist.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6349/0,,,,,,,01216,Vol. 31,"Freeman Building on E.14th Street looking toward Dutton Ave., Delmar Theater, far left",,,
00001217.pdf,"Casa Peralta, West Estudillo, May 26, 1938",70.48 KB,"Casa Peralta, West Estudillo, May 26, 1938",,"Casa Peralta, West Estudillo, May 26, 1938.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6350/0,,,,1938,,,01217,Vol. 31,"Casa Peralta, West Estudillo, May 26, 1938",,,
00001218.pdf,Leslie J. Freeman driving Jean Ronch Queen in Catholic Diamond Jubilee Parade at Dutton Avenue and East 14th Street,232.23 KB,Leslie J. Freeman driving Jean Ronch Queen in Catholic Diamond Jubilee Parade at Dutton Avenue and East 14th Street,,"Catholic Church 75th anniversary celebration, picture taken in front of Yale Tires.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6351/0,,,,,,,01218,Vol. 31,Leslie J. Freeman driving Jean Ronch Queen in Catholic Diamond Jubilee Parade at Dutton Avenue and East 14th Street,,,
00001219.pdf,Group at Webber House,283.84 KB,Group at Webber House,,"Marvin Bradley, Martin Nelson, Catherine McCoy, Hortense McKee, Irma Rideout.",Ratallick,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6352/0,,,,,,,01219,Vol. 31,Group at Webber House,,,
00001220.pdf,NR,452.25 KB,NR,,Vol. 31.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6353/0,,,,,,,01220,Vol. 31,NR,,,
00001221.pdf,NR,477.87 KB,NR,,Vol. 31.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6354/0,,,,,,,01221,Vol. 31,NR,,,
00001222.pdf,NR,472.03 KB,NR,,Vol. 31.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6355/0,,,,,,,01222,Vol. 31,NR,,,
00001223.pdf,Mrs. Sadie Codner,341.26 KB,Mrs. Sadie Codner,,The Codners owned the rest home from sometime in the 1930's until about 1957; Mrs. Codner tended the garden on the grounds and painted pictures as well.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6356/0,,,1223,1940,13D625,31,01223,Vol. 31,"Mrs. Sadie Codner (Mrs. Paul Codner), standing on front steps of Casa Peralta Rest Home in the 1940's",,"Mrs. Sadie Codner (Mrs. Paul Codner), standing on front steps of Casa Peralta Rest Home in the 1940's",
00001224.pdf,"Two men sitting on a car, ca 1960",549.03 KB,"Two men sitting on a car, ca 1960",,"Two men sitting on a car, ca 1960.",Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6357/0,,,1224,1960,10D824,4,01224,Vol. 31,ca 1960,,,
00001225.pdf,"House of Eds Men's Wear store on E. 14th St., ca 1960",307.95 KB,"House of Eds Men's Wear store on E. 14th St., ca 1960",,"Other stores pictured are Andy Galvan's Barber Shop, San Leandro Paint Store, and National Dollar Stores.",Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6358/0,,,,1960,,,01225,Vol. 31,"House of Eds, ca 1960",,"House of Eds, ca 1960",
00001226.pdf,"William Heath Davis, ca 1912",264.04 KB,"William Heath Davis, ca 1912",,"William Heath Davis, ca 1912.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6359/0,,,,1912,,,01226,Vol. 31,"William Heath Davis, ca 1912",,,
00001227.pdf,NR,398.72 KB,NR,,Vol. 31.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6360/0,,,,,,,01227,Vol. 31,NR,,,
00001228.pdf,Estudillo Home,179.24 KB,Estudillo Home,,Estudillo Home.,Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6361/0,,,,,,,01228,Vol. 31,Estudillo Home     ,,Estudillo Home     ,
00001229.pdf,Portrait of man on steps of house,312.40 KB,Portrait of man on steps of house,,Portrait of man on steps of house.,Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6362/0,,,,,,,01229,Vol. 31,Portrait,,,
00001230.pdf,Ry-Lock Company at 2485 Washington Avenue,197.61 KB,Ry-Lock Company at 2485 Washington Avenue,,Ry-Lock (Rylock) Company at 2485 Washington Avenue.,Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6363/0,,,,,,,01230,Vol. 31,Rylock Company at 2485 Washington Avenue,,Rylock Company at 2485 Washington Avenue,
00001231.pdf,"Diamond Jubilee Barbeque, 1939",187.69 KB,"Diamond Jubilee Barbeque, 1939",,"Andy Paulson (Police Chief), S.L. Polieman, Judge Watt Bruener, Ray Billings (City Manager), Jim Groues (Councilman), Geo Husbmay Lawrence.",Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6364/0,,,1231,1939,13D625,36,01231,Vol. 31,"Diamond Jubilee Barbeque, 1939",,,
