resource_name,asset_name,file_size,title,subject,description,contributor,period_date,digital_format,url_for_file,geo_coord_UTM,verified_gps_coords,resource_number,year,geo_coord_original,paper_page_number,source_index,Index Number,Volume,Title,Notes,description2,address
00001315.pdf,John W. Haas's business card from the 1890's,453.43 KB,John W. Haas's business card from the 1890's,,"Haas, Harvey and company, manufacturers of and dealers in tinware, stoves, ranges and plumbing and gasfitting done with neatness and dispatch. Charges liberal and satifaction guaranteed. Watkins St. (near the bridge), San Leandro, Cal.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6446/0,"[-122.14905902269899, 37.72663598753987]",,1315,1890,D62515,1,S,01315,Vol. 33,John W. Haas's business card from the 1890's,,,
00000887.pdf,Estudillo Home,746.42 KB,Estudillo Home,,Estudillo Home.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6021/0,"[-122.15048290504983, 37.724881474210505]",,887,1930,D62613,9,S,00887,Vol. 23,Estudillo Home,,,
00001980.pdf,"Estudillo Home, ca 1920",432.41 KB,"Estudillo Home, ca 1920",,"Estudillo Home, ca 1920.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/7093/0,"[-122.15015100805405, 37.72501673373514]",,1980,1920,D62613,14,S,01980,Vol. 50,"Estudillo Home, ca 1920",,,
00002033.pdf,"Estudillo Residence, ca 1914",413.07 KB,"Estudillo Residence, ca 1914",,"Estudillo Residence, ca 1914.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/7145/0,"[-122.15002482139141, 37.7258239642807]",,2033,1914,D62613,14,S,02033,Vol. 51,"Wstudillo Residence, ca 1914",,"Wstudillo Residence, ca 1914",
00000433.pdf,"Larsen Bros. Lumber and Millwork Co., 1920",210.32 KB,"Larsen Bros. Lumber and Millwork Co., 1920","| Larsen Bros. Lumber and Millwork Co. | Stores and Shops | Street, Hepburn | Street, Carpentier | Automobiles and Trucks | Other Manufacturing |",Hepburn at Carpentier.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5567/0,"[-122.14970042114406, 37.725631865793495]",,433,1920,D62615,9,S,00433,Vol. 11,"Larsen Bros. Lumber and Millwork Co., 1920",,,
00000453.pdf,"Mrs. Jens Larsen Standing in Home Garden, Carpentier and Hepburn Streets, 1920",408.35 KB,"Mrs. Jens Larsen Standing in Home Garden, Carpentier and Hepburn Streets, 1920","| Homes | Larsen, Mrs. Jens | Street, Carpentier | Street, Hepburn | Portraits, Women |","Mrs. Jens Larsen Standing in Home Garden, Carpentier and Hepburn Streets, 1920.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5587/0,"[-122.14912302955628, 37.724722892307945]",,453,1920,D62615,15,S,00453,Vol. 12,"Mrs. Jens Larsen Standing in Home Garden, Carpentier and Hepburn Streets, 1920",,,
00000715.pdf,Jens Larson and His Home,281.71 KB,Jens Larson and His Home,,Saunders St.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5849/0,"[-122.14876560656162, 37.72493365067984]",,715,1920,D62615,15,S,00715,Vol. 18,Jens Larson and His Home,,,
00000722.pdf,Jimmie Larsen Standing by a 1912 Studebaker ' Flanders',285.79 KB,Jimmie Larsen Standing by a 1912 Studebaker ' Flanders',,Jimmie Larsen Standing by a 1912 Studebaker ' Flanders' (20 H.P.),Andy Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5856/0,"[-122.14913832496505, 37.72494747152888]",,722,1912,D62615,17,S,00722,Vol. 19,Jimmie Larsen Standing by a 1912 Studebaker ' Flanders' (20 H.P.),,,
00000724.pdf,"Baseball Boosters - Cherry City, 1925",529.64 KB,"Baseball Boosters - Cherry City, 1925",,"Back row: Roland Esteves, Bill Mathews, Jack Adams Wm. B. (Pete) Zambresky, local publisher, Belle Simas, Queen of Cherry Festival, Charles Souza, George Peterson, Joseph Cardoza. Front row: Jake Ury, Jack Monroe, W.Y. Armstrong.",Andy Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5858/0,"[-122.1504813837156, 37.72584997082406]",,724,1925,D62615,20,S,00724,Vol. 19,"Baseball Boosters - Cherry City, 1925",,,
00000105.pdf,"Estudillo Home, ca 1925",729.25 KB,"Estudillo Home, ca 1925","| Home, Estudillo | Carpentier Street |","Carpentier St. in front, several old trees around house. This building was built in 1850, and stoood on the block bounded by Davis, Carpentier, Ward (now W. Estudillo) and San Leandro Blvd. The building was registered a state landmark in 1938. Both Don Jose and Juana Estudillo died here. It was then occupied by the Nugent family and later became the property of the church; it was used as a rectory in 1898 to 1899. P.J. Powers rented it then, and lived there with his family until his death in 1938. His daughter, Miss Phyllis Powers continued to live there until 1946. It was torn down in 1947 or 1948 for the construction of St. Leander's rectory. Photo is copied from page 93 of Father Abeloe's St. Leander's 1864-1964; it is from the James D. McClure Collection, Bancroft Library.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5242/0,"[-122.14883032103074, 37.725650999911664]",,105,1925,D62623,14,S,00105,Vol. 3,"Estudillo Home, ca 1925",,,
00001651.pdf,"Newspaper Clippings Regarding Historical Homes and Landmarks, Jan. 12, 1938",547.56 KB,"Newspaper Clippings Regarding Historical Homes and Landmarks, Jan. 12, 1938",,"Newspaper Clippings Regarding Historical Homes and Landmarks, Jan. 12, 1938.",From scrapbook of Leonard Soberanes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6777/0,"[-122.14897857397357, 37.725398327494624]",,1651,1938,D62623,14,S,01651,Vol. 42,"Newspaper Clippings Regarding Historical Homes and Landmarks, Jan. 12, 1938",,,
00000915.pdf,"A View of the Estudillo Home, taken in 1940",386.39 KB,"A View of the Estudillo Home, taken in 1940",,"A View of the Estudillo Home, taken in 1940.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6049/0,"[-122.14914026793956, 37.7238649799134]",,915,1940,D62713,5,S,00915,Vol. 23,"A View of the Estudillo Home, taken in 1940",,,
00000474.pdf,"Best Tractor's Baseball Team, 1922",304.42 KB,"Best Tractor's Baseball Team, 1922","| Best Tractor | Baseball | Portraits, Men | Portraits, Group | Vargas, Andy | Fonseca, Lou | Caldara, Gene | Conally, ""Bud"" | Lay, Heinie | Remmerton | Starisinich, Pete | Boyd, Harold | Clothier, John | Vellou, Bobby | Matthews, George | Benn, Ed | Wagner, Hal |","Top row: Andy Vargas, Lou Fonseca, Gene Caldara, ""Bud"" Conally, Heinie Lay, - Remmerton, Pete Starisinich, Harold Boyd, John Clothier, Umpire Bobby Vellou. Front row: George Matthews, Ed Benn, Mascot, Hal Wagner (between).",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5608/0,"[-122.14980068293958, 37.72460480490434]",,474,1922,D62721,20,S,00474,Vol. 12,"Best Tractor's Baseball Team, 1922",,,
00000489.pdf,"Best Tractor Baseball Team, 1921",447.07 KB,"Best Tractor Baseball Team, 1921","| Best Tractor | Baseball Team | Baseball | Portraits, Group | Portraits, Men | Danzig, ""Babe"" | Mulcahy, Ed | Matthews, George | Waymier, Bill | Vargas, Andy | Larue, Lou | Bankhead, ""Toots"" | Cardoza, ""Husky"" | Gillespie, Johnny | Alameda, Tony | Ends, Tony | Clothier, Johnny | Schimp, Artie | Wagner, Bill |","""Babe"" Danzig, Ed Mulcahy, George Mathews, Bill Waymier, Andy Vargas, Lou Larue, ""Toots"" Bankhead, ""Husky"" Cardoza, Johnny Gillespie, Tony Alameda, Tony Ends, Johnny Clothier, Artie Schimp, Bill Wagner, Mgr.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5623/0,"[-122.14927710478989, 37.72427286019819]",,489,1921,D62721,28,S,00489,Vol. 13,"Best Tractor Baseball Team, 1921",,,
00000613.pdf,Photograph of a 1903 San Leandro City Tax Collection Form,458.31 KB,Photograph of a 1903 San Leandro City Tax Collection Form,,Photograph of a 1903 San Leandro City Tax Collection Form.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5747/0,"[-122.15019109761478, 37.72340454614473]",,613,1920,D62821,4,S,00613,Vol. 16,Photograph of a 1903 San Leandro City Tax Collection Form,,,
00000614.pdf,"Baseball Game at the San Leandro Ballpark located on San Leandro Blvd., 1910 CA",189.95 KB,"Baseball Game at the San Leandro Ballpark located on San Leandro Blvd., 1910 CA",,"Baseball Game at the San Leandro Ballpark located on San Leandro Blvd., 1910 CA.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5748/0,"[-122.14866473214056, 37.72318742910682]",,614,1920,D62821,20,S,00614,Vol. 16,"Baseball Game at the San Leandro Ballpark located on San Leandro Blvd., 1910 CA",,,
00000615.pdf,"Baseball Game at the San Leandro Ballpark located on San Leandro Blvd., 1910 CA",238.69 KB,"Baseball Game at the San Leandro Ballpark located on San Leandro Blvd., 1910 CA",,"Baseball Game at the San Leandro Ballpark located on San Leandro Blvd., 1910 CA.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5749/0,"[-122.15031654327943, 37.72320982170987]",,615,1910,D62821,20,S,00615,Vol. 16,"Baseball Game at the San Leandro Ballpark located on San Leandro Blvd., 1910 CA",,,
00001750.pdf,"San Leandro Baseball Team at Ball Park, ca 1920",353.42 KB,"San Leandro Baseball Team at Ball Park, ca 1920",,"San Leandro Baseball Team at Ball Park, ca 1920.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6865/0,"[-122.14952315873421, 37.72294393066101]",,1750,1920,D62821,21,S,01750,Vol. 44,"San Leandro Baseball Team at Ball Park, ca 1920",,,
00000572.pdf,"Washington School Crossing Guards, 1934",325.71 KB,"Washington School Crossing Guards, 1934",,"Washington School Crossing Guards, 1934.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5706/0,"[-122.14654929622543, 37.735151858194925]",,572,1934,D71824,36,S,00572,Vol. 15,"Washington School Crossing Guards, 1934",,,
00001450.pdf,"Casa Peralta Courtyard, 1972",438.15 KB,"Casa Peralta Courtyard, 1972",,"Casa Peralta Courtyard, 1972.",Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6578/0,"[-122.14671646531386, 37.731942318862885]",,1450,1972,D72113,5,S,01450,Vol. 37,"Casa Peralta Courtyard, 1972",,,
00001451.pdf,"Casa Peralta Courtyard, 1972",387.56 KB,"Casa Peralta Courtyard, 1972",,"Casa Peralta Courtyard, 1972.",Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6579/0,"[-122.14813550296131, 37.73136042518177]",,1451,1972,D72113,5,S,01451,Vol. 37,"Casa Peralta Courtyard, 1972",,,
00001452.pdf,"Casa Peralta Main Entrance, 1972",415.48 KB,"Casa Peralta Main Entrance, 1972",,"Casa Peralta Main Entrance, 1972.",Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6580/0,"[-122.14662409331366, 37.73204824569712]",,1452,1972,D72113,5,S,01452,Vol. 37,"Casa Peralta Main Entrance, 1972",,,
00001453.pdf,"Casa Peralta Doorway, 1972",367.59 KB,"Casa Peralta Doorway, 1972",,"Casa Peralta Doorway, 1972.",Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6581/0,"[-122.1485426953011, 37.731740993837576]",,1453,1972,D72113,5,S,01453,Vol. 37,"Casa Peralta Doorway, 1972",,,
00001454.pdf,"Casa Peralta Garden Gate, 1972",409.68 KB,"Casa Peralta Garden Gate, 1972",,"Casa Peralta Garden Gate, 1972.",Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6582/0,"[-122.148506705564, 37.73144651459462]",,1454,1972,D72113,5,S,01454,Vol. 37,"Casa Peralta Garden Gate, 1972",,,
00001456.pdf,"Main Entrance to Casa Peralta, 1972",241.13 KB,"Main Entrance to Casa Peralta, 1972",,"Main Entrance to Casa Peralta, 1972.",Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6584/0,"[-122.14678706126149, 37.73196853679462]",,1456,1972,D72113,5,S,01456,Vol. 37,"Main Entrance to Casa Peralta, 1972",,,
00001457.pdf,"Corner of Casa Peralta, 1972",299.51 KB,"Corner of Casa Peralta, 1972",,"Corner of Casa Peralta, 1972.",Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6585/0,"[-122.14832590422179, 37.7317718268834]",,1457,1972,D72113,5,S,01457,Vol. 37,"Corner of Casa Peralta, 1972",,,
00001623.pdf,Lottie,342.11 KB,Lottie,,"Taken mid 1899 at the Best Home. L-R, Lottie (Best) Flint, Daniel Best, Russell Flint, Bessie Best.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6750/0,"[-122.14758717735783, 37.73101498620827]",,1623,1899,D72113,25,S,01623,Vol. 41,"L-R, Lottie (Best) Flint, Daniel Best, Russell Flint, Bessie Best, Taken mid 1899 at the Best Home",,"L-R, Lottie (Best) Flint, Daniel Best, Russell Flint, Bessie Best, Taken mid 1899 at the Best Home",
00001624.pdf,"Best Family Portrait, ca 1899",355.84 KB,"Best Family Portrait, ca 1899",,"Lottie Best Flint, Daniel Best, Russell Flint, Bessie Best, Meta Best Jackson.",Galloway,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6751/0,"[-122.14691617710997, 37.73185612788581]",,1624,1899,D72113,25,S,01624,Vol. 41,"Best Family Potrait, ca 1899",,"Best Family Potrait, ca 1899",
00000093.pdf,"Organizers of Chamber of Commerce, May, 1923",321.06 KB,"Organizers of Chamber of Commerce, May, 1923","| Chamber of Commerce | Portraits, Group | Organization | McCiel, Blanche | Gannon, Judge | Lynch, E.J. | Lynthecom | Agrello, Bill |","No. 9 in first row: Blanche McCiel, worked in Bank of Italy. No. 7 in the front row was Judge Gannon. Second row, E. J. Lynch, unknown, Lynthecom; second to last, Bill Agrello.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5230/0,"[-122.14855514507795, 37.7303362373654]",,93,1923,D72210,32,S,00093,Vol. 3,"Organizers of Chamber of Commerce, May, 1923",,,
00002086.pdf,"Residence of Colonel F.S. Hastings, 1909",386.61 KB,"Residence of Colonel F.S. Hastings, 1909",,"Residence of Colonel F.S. Hastings, 1909.",Mendoes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/7198/0,"[-122.14670870523685, 37.730409080208574]",,2086,1909,D72210,16,S,02086,Vol. 53,"Residence of Colonel F.S. Hastings, 1909",,,
00000213.pdf,"E. 14th St. & Chumalia, ca 1965",425.59 KB,"E. 14th St. & Chumalia, ca 1965",,Vol. 6.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5349/0,"[-122.14692016246391, 37.72928813876787]",,213,1965,D72310,9,S,00213,Vol. 6,"E. 14th St. & Chumalia, ca 1965",,,
00000455.pdf,Night Scene of the City of San Leandro in the 1940's,406.93 KB,Night Scene of the City of San Leandro in the 1940's,| U.P.E.C | Dresden Crafts | Silva's Place | Stores and Shops | Restaurants and Bars | Roads and Streets | Standard Stations Inc. | Services | Miller's |,Night Scene of the City of San Leandro in the 1940's.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5589/0,"[-122.14772950621072, 37.7288559123256]",,455,1940,D72310,9,S,00455,Vol. 12,Night Scene of the City of San Leandro in the 1940's,,,
00000470.pdf,"Historic Landmark Monument, May, 1970",595.22 KB,"Historic Landmark Monument, May, 1970",| Rancho San Antonio | Poot Park | Historic Landmark Monument |,"Rancho San Antonio Landmark, Poot Park, San Leandro.",Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5604/0,"[-122.14835600314068, 37.72955502649145]",,470,1970,D72310,10,S,00470,Vol. 12,"Historic Landmark Monument, May, 1970",,,
00000471.pdf,"Historic Landmark Sign, May, 1970",331.53 KB,"Historic Landmark Sign, May, 1970",| California Historic Landmark #246 | Rancho San Antonio | Poot Park |,California Historic Landmar - 246. Rancho San Antonio Landmark.,Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5605/0,"[-122.14721960743383, 37.728612128187144]",,471,1970,D72310,2,S,00471,Vol. 12,"Historic Landmark Sign, May, 1970",,,
00000738.pdf,Electric Car Crossing San Leandro Creek,221.73 KB,Electric Car Crossing San Leandro Creek,,"Concrete bridge on E. 14th St. at creek. Car of Oakland, San Leandro, and Hayward Electric Co. 1916.",Andy Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5872/0,"[-122.14787626898199, 37.72950282363186]",,738,1916,D72310,7,S,00738,Vol. 19,Electric Car Crossing San Leandro Creek,,,
00001291.pdf,"J. S. Alves Family Home, 14350 Washington Ave.",363.40 KB,"J. S. Alves Family Home, 14350 Washington Ave.",,"J. S. Alves Family Home, 14350 Washington Ave.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6423/0,"[-122.14688787684338, 37.72905518301154]",,1291,1900,D72310,18,S,01291,Vol. 33,"J. S. Alves Family Home, 14350 Washington Ave.",,,
00001462.pdf,"San Leandro Bridge, 1972",191.95 KB,"San Leandro Bridge, 1972",,Wilber E. Schmidt and Brent Galloway.,Mathews,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6590/0,"[-122.14758206111381, 37.72933799046896]",,1462,1972,D72310,6,S,01462,Vol. 37,"San Leandro Bridge, 1972",,,
00001652.pdf,Monument Marking Northern Boundary of Rancho San Leandro,304.82 KB,Monument Marking Northern Boundary of Rancho San Leandro,,Root Park on East 14th St. Estudillo received his grant from the Mexican Government in 1842 and built his home in 1850-51.,From scrapbook of Leonard Soberanes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6778/0,"[-122.14773577033986, 37.72874456881486]",,1652,1938,D72310,6,S,01652,Vol. 42,Monument Marking Northern Boundary of Rancho San Leandro,,,
00002121.pdf,"Bridge Over San Leandro Creek, 1910",315.05 KB,"Bridge Over San Leandro Creek, 1910",,"Bridge Over San Leandro Creek, 1910.",Mendoes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/7233/0,"[-122.14810383378567, 37.72945846823397]",,2121,1910,D72310,7,S,02121,Vol. 54,"Bridge Over San Leandro Creek, 1910",,,
00000448.pdf,San Leandro Creek about 1890,562.44 KB,San Leandro Creek about 1890,"| Forests and Trees | San Leandro Creek | Christensen, Harvey | Soll, Chris | Christensen, Olga | Larsen, Mrs. Harry |","Harvey Christensen, Chris Soll and Olga Christensen (later Mrs. Harry Larsen) are pictured.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5582/0,"[-122.14675441947195, 37.7286886330595]",,448,1890,D72328,7,S,00448,Vol. 12,San Leandro Creek about 1890,,,
00000583.pdf,"Picnic at San Leandro Creek, 1918",443.84 KB,"Picnic at San Leandro Creek, 1918",,"Third from left: Mrs. Christensen and Olga. Far right: Chris Christensen, D.C. Moore and Harry Christensen. This was on property belonging to Landers and was located near the present site of Bancroft Jr. High. Galloway believes the date to be about 1898.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5717/0,"[-122.14701230001364, 37.72962716991586]",,583,1918,D72328,35,S,00583,Vol. 15,"Picnic at San Leandro Creek, 1918",,,
00000716.pdf,San Leandro Creek,498.81 KB,San Leandro Creek,,"Children of the old San Leandro Hotel sharing fun in San Leandro creek with dog. Chris Soll, Harvey Christensen, Olga Christensen.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5850/0,"[-122.14848441321287, 37.72951821880184]",,716,1900,D72328,7,S,00716,Vol. 18,San Leandro Creek    ,,San Leandro Creek    ,
00000002.pdf,"Bank of San Leandro, ca 1893",365.50 KB,"Bank of San Leandro, ca 1893",| Bank of San Leandro | Banks -- San Leandro | Commercial buildings |,Bank of San Leandro building. The Bank of San Leandro was organized in 1893. 8x10 bw print; copy neg.,"Galvan, Andy",,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5139/0,"[-122.14681746322219, 37.727507384106616]",,2,1890,D72410,13,S,00002,Vol. 1,"Bank of San Leandro, ca 1890",,"Bank of San Leandro, ca 1890",
00000025.pdf,San Leandro Plaza,317.65 KB,San Leandro Plaza,| San Leandro Plaza | Aerial views | Washington Avenue | East 14th Street |,"San Leandro Plaza (Aerial View), 1950.","Galvan, Andy",ca. 1950,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5162/0,"[-122.14757541240135, 37.727725474866425]",,25,1950,D72410,11,S,00025,Vol. 1,"San Leandro Plaza (Aerial View), ca 1950",,"San Leandro Plaza (Aerial View), ca 1950",
00000182.pdf,"Old Covered Bridge, ca 1890",869.84 KB,"Old Covered Bridge, ca 1890","| Bridges | Creek, San Leandro | Old Covered Bridge | Eber, Bert |","Bridge spanned San Leandro Creek, where the concrete bridge now stands. Covered Bridge was built in 1880, torn down around 1900. Photo shows the property of Bert Eber.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5318/0,"[-122.1476290583984, 37.727629450594854]",,182,1890,D72410,10,S,00182,Vol. 5,"Old Covered Bridge, ca 1890",,,
00000536.pdf,"Cherry Festival, 1909",262.57 KB,"Cherry Festival, 1909",,E. 14th St. between Chumalia and Haas.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5670/0,"[-122.14727880366054, 37.72840281145808]",,536,1909,D72410,34,S,00536,Vol. 14,"Cherry Festival, 1909",,,
00000418.pdf,"San Leandro Fire Department, ca 1927",492.90 KB,"San Leandro Fire Department, ca 1927","| Fire Protection | Automobiles and Trucks | San Leandro City Hall | Street, Davis | Martin, Lee | Iversen, Walter | Avellar, Toti Clarence ""Nighty"" | Wright, Charles | Agrella, Manuel ""Murphy"" | Stevens, Thommy | Souze, Archie | Souza, Archie | Godchaux, Sill | Fraters, Manuel | Borman, George | Hopper, Chris | Eber, Budd | Chichester, O.F. | Mr. Miller | Peralta, Joe |","San Leandro City Hall, 250 Davis Street. Left to right: Lee Martin, Walter Iversen, Toti Clarence ""Nighty"" Avellar, Charlie Wright, Manuel ""Murphy"" Agrella, unknown, Thommy Stevens, Archie Souze. Back row: Sill Godchaux, Manuel Fraters, George Bormann, Chris Hopper. (another source states Budd Eber). Standing behind hood of truck: O.F. Chichester and Mr. Miller, city councilmen. George Bormann was fire chief at this time. Joe Peralta may be the man who is fifth from the left in the front row.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5552/0,"[-122.14770356381884, 37.727951739204016]",,418,1927,D72412,10,S,00418,Vol. 11,"San Leandro Fire Department, ca 1927",,,
00000519.pdf,"Band Box Parlors, 1897",353.78 KB,"Band Box Parlors, 1897",,"Davis St., one block from E. 14th. L to R: unknown, Tom Cunha, Frank Barradas, barber and dentist; Nepolian, the painter; Frank Victor, Henry Ellis. The shop belonged to Frank Barradas, Sr.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5653/0,"[-122.14669735289587, 37.72765456645826]",,519,1897,D72412,19,S,00519,Vol. 13,"Band Box Parlors, 1897",,,
00000635.pdf,"Wagons ready for the Fourth of July Parade, 1892",376.64 KB,"Wagons ready for the Fourth of July Parade, 1892",,"Standing in front of the horses, L-R, are Tony Rogers, unknown, and Manuel J. Andrade. This picture was made on Davis Street in front of the Town Hall, which is on the right. Next to the hall are Iversen's Saloon and farthest, Gleason's blacksmith shop.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5769/0,"[-122.14674897890386, 37.72783538216952]",,635,1892,D72412,33,S,00635,Vol. 16,"Wagons ready for the Fourth of July Parade, 1892",,,
00001872.pdf,"Preparation for Cherry Carnival Parade, Davis Street.",266.41 KB,"Preparation for Cherry Carnival Parade, Davis Street.",,"Murphy's home, Carl Iverson saloon, City Hall. M.J. Andrade on ground, left on seat: Frank Roberts, seat right: Tony (Peel) Roberts.",Margaret Andrade,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6985/0,"[-122.14843340481973, 37.72807926869167]",,1872,1910,D72412,33,S,01872,Vol. 47,"Preparation for Cherry Carnival Parade, Davis Street.",,,
00000563.pdf,"Larson Boy and Bicycle, 1910-20",266.41 KB,"Larson Boy and Bicycle, 1910-20",,Estudillo Ave.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5697/0,"[-122.14711589645317, 37.72792142122795]",,563,1900,D72413,28,S,00563,Vol. 15,"Larson Boy and Bicycle, 1910-20",,,
00000429.pdf,"Eber Home, 1880",333.12 KB,"Eber Home, 1880","| Eber Residence | Homes | Portraits, Family | Portraits, Group | Eber, Henry F. | Eber, Winnie | Eber, Laura | Street, Callan Ave. |","63 Callan Ave. Henry F. Eber; Winnie, his daughter; Laura, his wife. Budd Eber was born in this house in 1881.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5563/0,"[-122.14719296259628, 37.728395844520904]","[-122.156444,37.726009]",429,1880,D72427,37,S,00429,Vol. 11,"Eber Home, 1880",,,63 Callan Ave
00000052.pdf,"Early Residence, ca 1890",362.18 KB,"Early Residence, ca 1890","| Homes | Davis Street | Street, Davis | Home, Victorian |","Located on Davis near the Town Hall, it is typical of the Victorian style of the 1890's.",Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5189/0,"[-122.14791840216496, 37.72629323162307]",,52,1890,D72512,14,S,00052,Vol. 2,"Early Residence, ca 1890",,,
00000114.pdf,"Fourth of July Parade?, 1890s",493.15 KB,"Fourth of July Parade?, 1890s","| Carriages and Coaches | Public Events, Parades | San Leandro and Hayward's Transfer Co. | Services | Stores and Shops | Andrade, M.J. | Roberts, Frank | Robers, Tony (Peel) | Portraits, Men |","Murphy's home. Carl Iverson's saloon, city Hall. Shown in picture are M.J. Andrade, Frank Roberts, Tony (Peel) Robers. (Left to right).",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5251/0,"[-122.14751082481351, 37.72603962402959]",,114,1897,D72513,16,S,00114,Vol. 3,"Fourth of July Parade(?), 1897",,"Fourth of July Parade(?), 1897",
00000225.pdf,"W. Estudillo and Washington Ave., 1968",359.82 KB,"W. Estudillo and Washington Ave., 1968","| Street, W. Estudillo | Street, Washington Ave. | Plaza Hotel | Hotels and Motels | El Dorado | Restaurants and Bars | Automobiles and Trucks |","W. Estudillo and Washington Ave., 1968.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5361/0,"[-122.14825591003878, 37.726333410035934]",,225,1968,D72513,12,S,00225,Vol. 6,"W. Estudillo & Washington Ave., 1968",,"W. Estudillo & Washington Ave., 1968",
00000475.pdf,"Forester Band, 1900",372.71 KB,"Forester Band, 1900","| Forester Band | Bands, Brass | Portraits, Men | Portraits, Group | Performing Arts | Burnett, Oscar | Vonglhan, A. | Dickinson, Bill | Guinn, B. | Bettencourt, Joe | Rogers, George | Silva, Joaquin | Bettencourt, Tony | Nunes, Manuel | Gonsalves, Frank | Rogers, Frank | Eber, Harry | Warren, Roscoe | Freitas, Manuel | Valine, Jack | Rogers, Bill |","Note that the caption appearing on the picture refers to the row that is standing as the back row, and the row that is kneeling as the second row. Jack Valine and Bill Rogers are the last two names.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5609/0,"[-122.1479914177864, 37.726639100824826]",,475,1900,D72513,12,S,00475,Vol. 12,"Forester Band, 1900",,,
00002087.pdf,"Casa Peralta, 1909",343.70 KB,"Casa Peralta, 1909",,San Leandro Mill and Lumber in background.,Mendoes,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/7199/0,"[-122.14763579913834, 37.72631947160874]",,2087,1909,D72513,5,S,02087,Vol. 53,"Casa Peralta, 1909",,,
